io.github.adnanomerovic:toaster-example-library;io.github.adnanomerovic;toaster-example-library
com.thoughtworks.dsl:keywords-asynchronousio_2.12;com.thoughtworks.dsl;keywords-asynchronousio_2.12
com.thoughtworks.dsl:keywords-asynchronousio_sjs1_2.12;com.thoughtworks.dsl;keywords-asynchronousio_sjs1_2.12
com.thoughtworks.dsl:keywords-each_2.12;com.thoughtworks.dsl;keywords-each_2.12
com.thoughtworks.dsl:keywords-each_sjs1_2.12;com.thoughtworks.dsl;keywords-each_sjs1_2.12
com.thoughtworks.dsl:keywords-fork_2.12;com.thoughtworks.dsl;keywords-fork_2.12
com.thoughtworks.dsl:keywords-monadic_sjs1_2.12;com.thoughtworks.dsl;keywords-monadic_sjs1_2.12
com.thoughtworks.dsl:keywords-nonesafe_sjs1_2.12;com.thoughtworks.dsl;keywords-nonesafe_sjs1_2.12
com.thoughtworks.dsl:keywords-nullsafe_2.12;com.thoughtworks.dsl;keywords-nullsafe_2.12
com.thoughtworks.dsl:keywords-put_2.12;com.thoughtworks.dsl;keywords-put_2.12
com.thoughtworks.dsl:keywords-shift_sjs1_2.12;com.thoughtworks.dsl;keywords-shift_sjs1_2.12
com.thoughtworks.dsl:compilerplugins-reseteverywhere_2.12;com.thoughtworks.dsl;compilerplugins-reseteverywhere_2.12
com.thoughtworks.dsl:comprehension_2.12;com.thoughtworks.dsl;comprehension_2.12
com.thoughtworks.dsl:domains-task_2.12;com.thoughtworks.dsl;domains-task_2.12
com.thoughtworks.dsl:dsl_sjs1_2.12;com.thoughtworks.dsl;dsl_sjs1_2.12
com.thoughtworks.dsl:keywords-catch_2.12;com.thoughtworks.dsl;keywords-catch_2.12
com.thoughtworks.dsl:keywords-continue_2.12;com.thoughtworks.dsl;keywords-continue_2.12
com.thoughtworks.dsl:keywords-flatmap_2.12;com.thoughtworks.dsl;keywords-flatmap_2.12
com.thoughtworks.dsl:keywords-map_2.12;com.thoughtworks.dsl;keywords-map_2.12
com.thoughtworks.dsl:keywords-return_2.12;com.thoughtworks.dsl;keywords-return_2.12
com.thoughtworks.dsl:keywords-using_sjs1_2.12;com.thoughtworks.dsl;keywords-using_sjs1_2.12
com.thoughtworks.dsl:keywords-yield_2.12;com.thoughtworks.dsl;keywords-yield_2.12
com.thoughtworks.dsl:keywords-shift_2.13;com.thoughtworks.dsl;keywords-shift_2.13
com.thoughtworks.dsl:keywords-using_sjs1_2.13;com.thoughtworks.dsl;keywords-using_sjs1_2.13
com.thoughtworks.dsl:keywords-withfilter_sjs1_2.13;com.thoughtworks.dsl;keywords-withfilter_sjs1_2.13
com.thoughtworks.dsl:domains-task_2.13;com.thoughtworks.dsl;domains-task_2.13
com.thoughtworks.dsl:keywords-continue_2.13;com.thoughtworks.dsl;keywords-continue_2.13
com.thoughtworks.dsl:keywords-foreach_sjs1_2.13;com.thoughtworks.dsl;keywords-foreach_sjs1_2.13
com.thoughtworks.dsl:keywords-nonesafe_sjs1_2.13;com.thoughtworks.dsl;keywords-nonesafe_sjs1_2.13
com.thoughtworks.dsl:keywords-nullsafe_sjs1_2.13;com.thoughtworks.dsl;keywords-nullsafe_sjs1_2.13
com.thoughtworks.dsl:keywords-return_sjs1_2.13;com.thoughtworks.dsl;keywords-return_sjs1_2.13
com.thoughtworks.dsl:dsl_sjs1_2.13;com.thoughtworks.dsl;dsl_sjs1_2.13
com.thoughtworks.dsl:keywords-each_2.13;com.thoughtworks.dsl;keywords-each_2.13
com.thoughtworks.dsl:keywords-put_sjs1_2.13;com.thoughtworks.dsl;keywords-put_sjs1_2.13
com.thoughtworks.dsl:keywords-yield_2.13;com.thoughtworks.dsl;keywords-yield_2.13
com.thoughtworks.dsl:dsl_2.13;com.thoughtworks.dsl;dsl_2.13
com.thoughtworks.dsl:keywords-await_2.13;com.thoughtworks.dsl;keywords-await_2.13
com.thoughtworks.dsl:keywords-foreach_2.13;com.thoughtworks.dsl;keywords-foreach_2.13
com.thoughtworks.dsl:keywords-map_sjs1_2.13;com.thoughtworks.dsl;keywords-map_sjs1_2.13
com.thoughtworks.dsl:keywords-shift_sjs1_2.13;com.thoughtworks.dsl;keywords-shift_sjs1_2.13
com.thoughtworks.dsl:compilerplugins-bangnotation_2.13;com.thoughtworks.dsl;compilerplugins-bangnotation_2.13
com.thoughtworks.dsl:keywords-catch_2.13;com.thoughtworks.dsl;keywords-catch_2.13
com.thoughtworks.dsl:keywords-get_2.13;com.thoughtworks.dsl;keywords-get_2.13
com.thoughtworks.dsl:keywords-nonesafe_2.13;com.thoughtworks.dsl;keywords-nonesafe_2.13
com.thoughtworks.dsl:keywords-withfilter_2.13;com.thoughtworks.dsl;keywords-withfilter_2.13
com.thoughtworks.dsl:comprehension_sjs1_2.13;com.thoughtworks.dsl;comprehension_sjs1_2.13
com.thoughtworks.dsl:keywords-asynchronousio_2.13;com.thoughtworks.dsl;keywords-asynchronousio_2.13
com.thoughtworks.dsl:keywords-continue_sjs1_2.13;com.thoughtworks.dsl;keywords-continue_sjs1_2.13
com.thoughtworks.dsl:keywords-fork_2.13;com.thoughtworks.dsl;keywords-fork_2.13
com.thoughtworks.dsl:keywords-yield_sjs1_2.13;com.thoughtworks.dsl;keywords-yield_sjs1_2.13
com.thoughtworks.dsl:comprehension_2.13;com.thoughtworks.dsl;comprehension_2.13
com.thoughtworks.dsl:keywords-catch_sjs1_2.13;com.thoughtworks.dsl;keywords-catch_sjs1_2.13
com.thoughtworks.dsl:keywords-each_sjs1_2.13;com.thoughtworks.dsl;keywords-each_sjs1_2.13
com.thoughtworks.dsl:keywords-flatmap_2.13;com.thoughtworks.dsl;keywords-flatmap_2.13
com.thoughtworks.dsl:keywords-put_2.13;com.thoughtworks.dsl;keywords-put_2.13
com.thoughtworks.dsl:keywords-return_2.13;com.thoughtworks.dsl;keywords-return_2.13
com.thoughtworks.dsl:compilerplugins-reseteverywhere_2.13;com.thoughtworks.dsl;compilerplugins-reseteverywhere_2.13
com.thoughtworks.dsl:keywords-asynchronousio_sjs1_2.13;com.thoughtworks.dsl;keywords-asynchronousio_sjs1_2.13
com.thoughtworks.dsl:keywords-get_sjs1_2.13;com.thoughtworks.dsl;keywords-get_sjs1_2.13
com.thoughtworks.dsl:keywords-nullsafe_2.13;com.thoughtworks.dsl;keywords-nullsafe_2.13
com.thoughtworks.dsl:domains-scalaz_2.13;com.thoughtworks.dsl;domains-scalaz_2.13
com.thoughtworks.dsl:domains-task_sjs1_2.13;com.thoughtworks.dsl;domains-task_sjs1_2.13
com.thoughtworks.dsl:keywords-fork_sjs1_2.13;com.thoughtworks.dsl;keywords-fork_sjs1_2.13
com.thoughtworks.dsl:keywords-map_2.13;com.thoughtworks.dsl;keywords-map_2.13
com.thoughtworks.dsl:domains-scalaz_sjs1_2.13;com.thoughtworks.dsl;domains-scalaz_sjs1_2.13
com.thoughtworks.dsl:keywords-await_sjs1_2.13;com.thoughtworks.dsl;keywords-await_sjs1_2.13
com.thoughtworks.dsl:keywords-flatmap_sjs1_2.13;com.thoughtworks.dsl;keywords-flatmap_sjs1_2.13
com.thoughtworks.dsl:keywords-monadic_2.13;com.thoughtworks.dsl;keywords-monadic_2.13
com.thoughtworks.dsl:keywords-monadic_sjs1_2.13;com.thoughtworks.dsl;keywords-monadic_sjs1_2.13
com.thoughtworks.dsl:keywords-using_2.13;com.thoughtworks.dsl;keywords-using_2.13
com.innovenso.townplanner:innovenso-townplanner-api;com.innovenso.townplanner;innovenso-townplanner-api
io.github.astrapi69:resource-bundles-view-model;io.github.astrapi69;resource-bundles-view-model
org.scommons.react:scommons-react-core_sjs0.6_2.13;org.scommons.react;scommons-react-core_sjs0.6_2.13
org.scommons.react:scommons-react-dom_sjs0.6_2.13;org.scommons.react;scommons-react-dom_sjs0.6_2.13
org.scommons.react:scommons-react-redux_sjs0.6_2.13;org.scommons.react;scommons-react-redux_sjs0.6_2.13
org.scommons.react:scommons-react-test_sjs0.6_2.13;org.scommons.react;scommons-react-test_sjs0.6_2.13
org.scommons.react:scommons-react-test-dom_sjs0.6_2.13;org.scommons.react;scommons-react-test-dom_sjs0.6_2.13
com.r4v3zn.vulfocus:vulfocus-java;com.r4v3zn.vulfocus;vulfocus-java
cn.xjbpm:support-groovy;cn.xjbpm;support-groovy
cn.xjbpm:support-oss;cn.xjbpm;support-oss
cn.xjbpm:support-log;cn.xjbpm;support-log
cn.xjbpm:support-echo;cn.xjbpm;support-echo
cn.xjbpm:support-rocketmq;cn.xjbpm;support-rocketmq
cn.xjbpm:support-mybatis-plus;cn.xjbpm;support-mybatis-plus
cn.xjbpm:support-webservice;cn.xjbpm;support-webservice
cn.xjbpm:support-captcha;cn.xjbpm;support-captcha
cn.xjbpm:support-job;cn.xjbpm;support-job
cn.xjbpm:support-jpa;cn.xjbpm;support-jpa
cn.xjbpm:support-web;cn.xjbpm;support-web
cn.xjbpm:support-redis;cn.xjbpm;support-redis
cn.xjbpm:support-common;cn.xjbpm;support-common
cn.xjbpm:ultron;cn.xjbpm;ultron
cn.xjbpm:support-id-generator;cn.xjbpm;support-id-generator
cn.xjbpm:dependencies;cn.xjbpm;dependencies
io.taig:sbt-blowout-json724599971;io.taig;sbt-blowout-json
io.taig:sbt-blowout-yaml724599971;io.taig;sbt-blowout-yaml
com.otaliastudios:zoomlayout;com.otaliastudios;zoomlayout
cool.solr:solr-forward-auth-plugin;cool.solr;solr-forward-auth-plugin
top.beanshell:ram-webapp-with-mybatis-archetype;top.beanshell;ram-webapp-with-mybatis-archetype
io.github.alexanderschuetz97:lualfs;io.github.alexanderschuetz97;lualfs
io.github.alexanderschuetz97:luajthreads;io.github.alexanderschuetz97;luajthreads
io.github.alexanderschuetz97:luajsocket;io.github.alexanderschuetz97;luajsocket
io.github.mavlianov:newmodule;io.github.mavlianov;newmodule
io.github.sumedhe:mylibraary;io.github.sumedhe;mylibraary
de.foellix:AQL-System;de.foellix;AQL-System
io.github.aliyun-mq:rocketmq-slf4j-shaded;io.github.aliyun-mq;rocketmq-slf4j-shaded
io.github.aliyun-mq:rocketmq-wrapper-logback-shaded;io.github.aliyun-mq;rocketmq-wrapper-logback-shaded
io.github.aliyun-mq:rocketmq-logback-shaded;io.github.aliyun-mq;rocketmq-logback-shaded
com.gitee.qiudaozhang:daoutil;com.gitee.qiudaozhang;daoutil
top.beanshell:ram-rbac-dao-mybatis;top.beanshell;ram-rbac-dao-mybatis
top.beanshell:ram-rbac-service;top.beanshell;ram-rbac-service
top.beanshell:ram-rbac-dao-api;top.beanshell;ram-rbac-dao-api
top.beanshell:ram-rbac-api-custom;top.beanshell;ram-rbac-api-custom
top.beanshell:ram-rbac-simple-auth;top.beanshell;ram-rbac-simple-auth
top.beanshell:ram-rbac-endpoint;top.beanshell;ram-rbac-endpoint
top.beanshell:ram-rbac-api;top.beanshell;ram-rbac-api
top.beanshell:ram-rbac-common;top.beanshell;ram-rbac-common
top.beanshell:ram-rbac;top.beanshell;ram-rbac
it.sephiroth.android.library.debuglog:debuglog-plugin;it.sephiroth.android.library.debuglog;debuglog-plugin
it.sephiroth.android.library.debuglog:debuglog-annotations;it.sephiroth.android.library.debuglog;debuglog-annotations
io.github.juliengalet:reactor-flow;io.github.juliengalet;reactor-flow
com.github.tohodog:qsrpc-starter;com.github.tohodog;qsrpc-starter
com.github.tohodog:qsrpc;com.github.tohodog;qsrpc
io.github.andriamarosoa:search;io.github.andriamarosoa;search
org.wso2.carbon.identity.outbound.auth.push:org.wso2.carbon.identity.api.user.push.device.handler.v1;org.wso2.carbon.identity.outbound.auth.push;org.wso2.carbon.identity.api.user.push.device.handler.v1
org.wso2.carbon.identity.outbound.auth.push:org.wso2.carbon.identity.api.user.push.device.common;org.wso2.carbon.identity.outbound.auth.push;org.wso2.carbon.identity.api.user.push.device.common
org.wso2.carbon.identity.outbound.auth.push:org.wso2.carbon.identity.application.authenticator.push.servlet;org.wso2.carbon.identity.outbound.auth.push;org.wso2.carbon.identity.application.authenticator.push.servlet
org.wso2.carbon.identity.outbound.auth.push:org.wso2.carbon.identity.application.authenticator.push;org.wso2.carbon.identity.outbound.auth.push;org.wso2.carbon.identity.application.authenticator.push
org.wso2.carbon.identity.outbound.auth.push:org.wso2.carbon.identity.application.authenticator.push.device.handler;org.wso2.carbon.identity.outbound.auth.push;org.wso2.carbon.identity.application.authenticator.push.device.handler
org.wso2.carbon.identity.outbound.auth.push:org.wso2.carbon.identity.application.authenticator.push.common;org.wso2.carbon.identity.outbound.auth.push;org.wso2.carbon.identity.application.authenticator.push.common
org.wso2.carbon.identity.outbound.auth.push:identity-outbound-auth-push;org.wso2.carbon.identity.outbound.auth.push;identity-outbound-auth-push
net.anwiba.eclipse:net.anwiba.eclipse.project.dependencies;net.anwiba.eclipse;net.anwiba.eclipse.project.dependencies
net.anwiba.eclipse:anwiba-eclipse-distribution;net.anwiba.eclipse;anwiba-eclipse-distribution
net.anwiba.eclipse:net.anwiba.eclipse.libraries;net.anwiba.eclipse;net.anwiba.eclipse.libraries
net.anwiba.eclipse:net.anwiba.eclipse.commons;net.anwiba.eclipse;net.anwiba.eclipse.commons
net.anwiba.eclipse:net.anwiba.eclipse.icons;net.anwiba.eclipse;net.anwiba.eclipse.icons
net.anwiba.eclipse:anwiba-eclipse-maven-default;net.anwiba.eclipse;anwiba-eclipse-maven-default
net.anwiba.commons:anwiba-commons-xxmp;net.anwiba.commons;anwiba-commons-xxmp
cn.com.antcloud.api:antcloud-api-provider-acc;cn.com.antcloud.api;antcloud-api-provider-acc
cn.com.antcloud.api:antcloud-api-acc;cn.com.antcloud.api;antcloud-api-acc
com.github.jonzhang3:aTask;com.github.jonzhang3;aTask
com.antgroup.antchain.openapi:openapi-acc;com.antgroup.antchain.openapi;openapi-acc
top.beanshell:ram-captcha-service;top.beanshell;ram-captcha-service
top.beanshell:ram-captcha-api;top.beanshell;ram-captcha-api
top.beanshell:ram-captcha-common;top.beanshell;ram-captcha-common
top.beanshell:ram-captcha;top.beanshell;ram-captcha
io.github.andriamarosoa:dao;io.github.andriamarosoa;dao
com.github.liyiorg:weixin-popular;com.github.liyiorg;weixin-popular
top.beanshell:ram-config-web;top.beanshell;ram-config-web
dev.icerock.moko:web3-android;dev.icerock.moko;web3-android
dev.icerock.moko:web3-android-debug;dev.icerock.moko;web3-android-debug
top.beanshell:ram-common;top.beanshell;ram-common
de.foellix:FoelliXJFX;de.foellix;FoelliXJFX
io.github.Onionsss:protocol;io.github.Onionsss;protocol
io.ebean:ebean-collectd;io.ebean;ebean-collectd
com.aliyun:umeng_finplus20211124;com.aliyun;umeng_finplus20211124
io.github.bannerxu:curl;io.github.bannerxu;curl
com.beatjs.android:react-code-push;com.beatjs.android;react-code-push
io.github.Onionsss:bean;io.github.Onionsss;bean
net.sf.ij-plugins:ijp-color_2.12;net.sf.ij-plugins;ijp-color_2.12
net.sf.ij-plugins:ijp-color-ui_2.12;net.sf.ij-plugins;ijp-color-ui_2.12
com.tenqube:offline;com.tenqube;offline
com.tenqube:commerce;com.tenqube;commerce
com.tenqube:notiparser;com.tenqube;notiparser
info.cepheus:cepheus_axon_quarkus_auto_configuration;info.cepheus;cepheus_axon_quarkus_auto_configuration
org.mvnsearch:proto-rsocket-plugin;org.mvnsearch;proto-rsocket-plugin
io.vangogiel:halselhof_2.12;io.vangogiel;halselhof_2.12
io.vangogiel:halselhof_2.13;io.vangogiel;halselhof_2.13
io.taig:flog-circe_3;io.taig;flog-circe_3
io.taig:flog-circe_2.12;io.taig;flog-circe_2.12
io.taig:flog-circe_sjs1_2.12;io.taig;flog-circe_sjs1_2.12
io.taig:flog-circe_2.13;io.taig;flog-circe_2.13
io.taig:flog-circe_sjs1_2.13;io.taig;flog-circe_sjs1_2.13
io.taig:flog-circe_sjs1_3;io.taig;flog-circe_sjs1_3
com.oliveryasuna.commons:commons-language;com.oliveryasuna.commons;commons-language
com.javax0.geci:javageci-api;com.javax0.geci;javageci-api
com.javax0.geci:javageci-examples;com.javax0.geci;javageci-examples
com.javax0.geci:javageci-engine;com.javax0.geci;javageci-engine
com.javax0.geci:javageci-parent;com.javax0.geci;javageci-parent
com.javax0.geci:javageci-core-annotations;com.javax0.geci;javageci-core-annotations
com.javax0.geci:javageci-testengine;com.javax0.geci;javageci-testengine
com.javax0.geci:javageci-core;com.javax0.geci;javageci-core
com.javax0.geci:javageci-jamal-test;com.javax0.geci;javageci-jamal-test
com.javax0.geci:javageci-annotation;com.javax0.geci;javageci-annotation
com.javax0.geci:javageci-tools;com.javax0.geci;javageci-tools
com.javax0.geci:javageci-jamal;com.javax0.geci;javageci-jamal
com.fortitudetec:elucidation-client;com.fortitudetec;elucidation-client
com.fortitudetec:elucidation-bundle;com.fortitudetec;elucidation-bundle
com.fortitudetec:elucidation-common;com.fortitudetec;elucidation-common
com.fortitudetec:elucidation-bom;com.fortitudetec;elucidation-bom
com.fortitudetec:elucidation;com.fortitudetec;elucidation
com.github.jaceksokol:akka-stream-map-async-partition_2.13;com.github.jaceksokol;akka-stream-map-async-partition_2.13
com.buttercms.android:buttercmsclient-kotlin;com.buttercms.android;buttercmsclient-kotlin
hu.autsoft:krate-moshi-stub;hu.autsoft;krate-moshi-stub
hu.autsoft:krate-moshi-core;hu.autsoft;krate-moshi-core
hu.autsoft:krate-moshi-reflect;hu.autsoft;krate-moshi-reflect
hu.autsoft:krate-moshi-codegen;hu.autsoft;krate-moshi-codegen
hu.autsoft:krate-kotlinx;hu.autsoft;krate-kotlinx
hu.autsoft:krate-gson;hu.autsoft;krate-gson
hu.autsoft:krate;hu.autsoft;krate
icu.wwj.flexijob:flexijob;icu.wwj.flexijob;flexijob
net.admixer.sdk.mediation:smaato;net.admixer.sdk.mediation;smaato
io.github.expatiat.jambalaya:jambalaya-tenancy-grpc-interface;io.github.expatiat.jambalaya;jambalaya-tenancy-grpc-interface
io.github.expatiat.jambalaya:jambalaya-tenancy-junit;io.github.expatiat.jambalaya;jambalaya-tenancy-junit
io.github.expatiat.jambalaya:jambalaya-seo;io.github.expatiat.jambalaya;jambalaya-seo
io.github.expatiat.jambalaya:jambalaya-tenancy-flyway;io.github.expatiat.jambalaya;jambalaya-tenancy-flyway
io.github.expatiat.jambalaya:jambalaya-tenancy-jooq;io.github.expatiat.jambalaya;jambalaya-tenancy-jooq
io.github.expatiat.jambalaya:jambalaya-tenancy;io.github.expatiat.jambalaya;jambalaya-tenancy
io.github.expatiat.jambalaya:jambalaya-opentelemetry;io.github.expatiat.jambalaya;jambalaya-opentelemetry
io.github.expatiat.jambalaya:jambalaya-micronaut-mapstruct-protobuf;io.github.expatiat.jambalaya;jambalaya-micronaut-mapstruct-protobuf
io.github.expatiat.jambalaya:jambalaya-micronaut-graphql;io.github.expatiat.jambalaya;jambalaya-micronaut-graphql
io.github.expatiat.jambalaya:jambalaya-kotlin-test;io.github.expatiat.jambalaya;jambalaya-kotlin-test
io.github.expatiat.jambalaya:jambalaya-checks;io.github.expatiat.jambalaya;jambalaya-checks
io.github.expatiat.jambalaya:jambalaya-checks-jooq;io.github.expatiat.jambalaya;jambalaya-checks-jooq
io.github.expatiat.jambalaya:jambalaya-graphql;io.github.expatiat.jambalaya;jambalaya-graphql
io.github.expatiat.jambalaya:jambalaya-graphql-jooq;io.github.expatiat.jambalaya;jambalaya-graphql-jooq
io.github.expatiat.jambalaya:jambalaya-jsr310;io.github.expatiat.jambalaya;jambalaya-jsr310
io.github.expatiat.jambalaya:jambalaya-mapstruct-processor;io.github.expatiat.jambalaya;jambalaya-mapstruct-processor
io.github.expatiat.jambalaya:jambalaya-mapstruct;io.github.expatiat.jambalaya;jambalaya-mapstruct
com.sksamuel.scapegoat:scalac-scapegoat-plugin_2.13.6;com.sksamuel.scapegoat;scalac-scapegoat-plugin_2.13.6
io.openliberty.beta:openliberty-microProfile5;io.openliberty.beta;openliberty-microProfile5
com.immomo.xengine:face_editor;com.immomo.xengine;face_editor
dev.applibgroup:apprateforohos;dev.applibgroup;apprateforohos
dev.applibgroup:justbar;dev.applibgroup;justbar
com.inomera.telco.commons:lock-provider-hazelcast-3x;com.inomera.telco.commons;lock-provider-hazelcast-3x
com.rbkmoney:swag-notification;com.rbkmoney;swag-notification
com.daml:daml-lf-1.13-archive-java-proto;com.daml;daml-lf-1.13-archive-java-proto
com.daml:daml-lf-1.13-archive-proto;com.daml;daml-lf-1.13-archive-proto
com.daml:daml-lf-1.12-archive-java-proto;com.daml;daml-lf-1.12-archive-java-proto
com.daml:daml-lf-1.12-archive-proto;com.daml;daml-lf-1.12-archive-proto
com.daml:daml-lf-1.11-archive-java-proto;com.daml;daml-lf-1.11-archive-java-proto
com.daml:daml-lf-1.11-archive-proto;com.daml;daml-lf-1.11-archive-proto
com.daml:daml-lf-1.8-archive-java-proto;com.daml;daml-lf-1.8-archive-java-proto
com.daml:daml-lf-1.8-archive-proto;com.daml;daml-lf-1.8-archive-proto
com.daml:daml-lf-1.7-archive-java-proto;com.daml;daml-lf-1.7-archive-java-proto
com.daml:daml-lf-1.6-archive-java-proto;com.daml;daml-lf-1.6-archive-java-proto
com.daml:daml-lf-1.7-archive-proto;com.daml;daml-lf-1.7-archive-proto
com.daml:daml-lf-1.6-archive-proto;com.daml;daml-lf-1.6-archive-proto
org.webjars.bowergithub.dibari:angular-ellipsis;org.webjars.bowergithub.dibari;angular-ellipsis
com.rbkmoney:notification-proto;com.rbkmoney;notification-proto
com.rbkmoney:swag-anapi-v2;com.rbkmoney;swag-anapi-v2
org.webjars.npm:vaadin__vaadin-mobile-drag-drop;org.webjars.npm;vaadin__vaadin-mobile-drag-drop
io.sqooba.oss:chronos-client_2.13;io.sqooba.oss;chronos-client_2.13
io.sqooba.oss:chronos-client_2.12;io.sqooba.oss;chronos-client_2.12
ro.dragossusi:resource-flow;ro.dragossusi;resource-flow
ro.dragossusi:resource-flow-jvm;ro.dragossusi;resource-flow-jvm
ro.dragossusi:resource-flow-js;ro.dragossusi;resource-flow-js
ro.dragossusi:resource-flow-android;ro.dragossusi;resource-flow-android
ro.dragossusi:resource-flow-android-debug;ro.dragossusi;resource-flow-android-debug
ro.dragossusi:resource;ro.dragossusi;resource
ro.dragossusi:resource-jvm;ro.dragossusi;resource-jvm
ro.dragossusi:resource-js;ro.dragossusi;resource-js
ro.dragossusi:resource-android;ro.dragossusi;resource-android
ro.dragossusi:resource-android-debug;ro.dragossusi;resource-android-debug
com.fizzgate:fizz-ip-plugin;com.fizzgate;fizz-ip-plugin
com.fizzgate:fizz-header-request-plugin;com.fizzgate;fizz-header-request-plugin
io.github.andriamarosoa:helper;io.github.andriamarosoa;helper
net.troja:trojan-source-maven-plugin;net.troja;trojan-source-maven-plugin
io.github.ezviz-open:eziot-smart;io.github.ezviz-open;eziot-smart
com.github.isyscore:component-sdk;com.github.isyscore;component-sdk
com.vaadin:vaadin-archetype-application-multimodule;com.vaadin;vaadin-archetype-application-multimodule
io.github.lmm1990:spring-boot-starter;io.github.lmm1990;spring-boot-starter
com.vaadin:vaadin-archetype-widget;com.vaadin;vaadin-archetype-widget
com.vaadin:vaadin-archetype-application-example;com.vaadin;vaadin-archetype-application-example
com.rbkmoney:mg-event-sink-listener-spring-boot-starter;com.rbkmoney;mg-event-sink-listener-spring-boot-starter
io.github.andriamarosoa:mapping;io.github.andriamarosoa;mapping
io.github.dr3amteam.dhome:social-network-microservice-contracts;io.github.dr3amteam.dhome;social-network-microservice-contracts
com.gitee.archermind-ti:Ohos-CircleMenu;com.gitee.archermind-ti;Ohos-CircleMenu
com.rbkmoney:sink-common-lib;com.rbkmoney;sink-common-lib
org.opendaylight.netconf:restconf-artifacts;org.opendaylight.netconf;restconf-artifacts
com.airsaid:multistatelayout;com.airsaid;multistatelayout
com.immomo.xengine:resource_loader;com.immomo.xengine;resource_loader
io.github.Onionsss:glide;io.github.Onionsss;glide
io.github.Onionsss:flowlayout;io.github.Onionsss;flowlayout
io.github.Onionsss:recy;io.github.Onionsss;recy
com.github.houbb:nlp-hezi;com.github.houbb;nlp-hezi
io.github.dr3amteam.dhome:register-microservice-contracts;io.github.dr3amteam.dhome;register-microservice-contracts
io.github.Onionsss:logger;io.github.Onionsss;logger
io.github.andriamarosoa:Entity;io.github.andriamarosoa;Entity
